93	107
289	303
901	915
1033	1039
3327	3337
4806	4818
4942	4948
5065	5071
5532	5543
5729	5743
6043	6053
6666	6681
6956	6963
7372	7385
7566	7572
8066	8074
8134	8141
8586	8599
8626	8635
8671	8684
8862	8871
9569	9578
9719	9728
10910	10927
11106	11112
12105	12115
12354	12367
